entity,cidr
us-west-1,13.52.118.0/23
us-west-1,13.52.146.192/26
eu-north-1,13.53.180.0/23
sa-east-1,18.228.246.0/23
ap-southeast-2,3.104.82.0/23
ap-northeast-1,3.112.64.0/23
ap-northeast-1,3.113.218.0/26
eu-central-1,3.122.128.0/23
eu-central-1,3.123.12.192/26
us-east-2,3.15.36.64/26
us-east-2,3.17.136.0/23
us-east-1,3.227.250.128/25
eu-west-2,3.8.168.0/23
us-east-1,3.83.168.0/22
us-east-1,3.91.171.128/25
us-west-2,34.223.24.0/22
us-west-2,34.223.45.0/25
eu-west-3,35.180.244.0/23
ap-northeast-2,54.180.184.0/23
eu-west-1,63.34.60.0/22
ca-central-1,99.79.34.0/23
eu-west-1,99.80.34.128/25
eu-west-1,108.128.160.0/23
eu-west-1,108.128.162.0/24
ap-northeast-3,13.208.180.0/24
ap-south-1,13.235.228.0/24
ap-south-1,13.235.6.0/23
eu-north-1,13.48.74.0/24
us-west-1,13.52.201.0/24
us-west-1,13.52.202.0/24
ap-northeast-2,15.164.156.0/23
ap-southeast-1,18.138.134.128/25
ap-southeast-1,18.138.244.0/23
us-west-1,18.144.76.128/25
sa-east-1,18.229.100.0/26
sa-east-1,18.229.99.0/24
eu-west-2,3.10.17.0/25
ap-southeast-2,3.105.172.0/22
ap-northeast-1,3.112.162.0/23
ap-northeast-1,3.112.96.160/27
us-east-2,3.12.216.0/22
eu-central-1,3.123.14.0/24
eu-central-1,3.123.15.0/25
us-east-2,3.15.35.0/24
us-east-2,3.15.36.0/26
us-east-1,3.216.135.0/24
us-east-1,3.216.136.0/21
us-east-1,3.216.144.0/23
us-east-1,3.216.148.0/22
eu-west-2,3.9.94.0/24
us-west-2,34.223.68.0/22
us-west-2,34.223.72.0/23
us-west-2,34.223.74.0/25
eu-west-3,35.181.128.0/24
us-west-2,44.233.54.0/23
ca-central-1,99.79.126.0/24
ap-southeast-2,13.210.2.192/26
ap-southeast-2,13.236.8.0/25
ap-northeast-1,18.182.96.64/26
eu-central-1,18.184.2.128/25
us-east-1,18.233.213.128/25
us-west-2,18.236.61.0/25
eu-central-1,35.158.127.64/26
us-east-1,52.55.191.224/27
us-west-2,54.190.198.32/28
ap-south-1,13.232.67.128/27
ap-south-1,13.232.67.160/27
ap-southeast-2,13.236.82.128/27
ap-southeast-2,13.236.82.96/27
ap-southeast-1,13.250.186.128/27
ap-southeast-1,13.250.186.160/27
eu-north-1,13.48.186.128/27
eu-north-1,13.48.186.160/27
us-west-1,13.52.232.224/27
ap-northeast-2,15.164.243.192/27
ap-northeast-2,15.164.243.32/27
eu-west-3,15.188.210.32/27
eu-west-3,15.188.210.64/27
ca-central-1,15.222.16.96/27
ca-central-1,15.222.43.0/27
us-west-1,18.144.158.0/27
ap-northeast-1,18.179.48.128/27
ap-northeast-1,18.179.48.96/27
eu-central-1,18.184.138.224/27
eu-central-1,18.184.203.128/27
us-east-2,18.188.9.0/27
us-east-2,18.188.9.32/27
sa-east-1,18.230.46.0/27
sa-east-1,18.230.46.32/27
eu-west-2,3.10.127.32/27
eu-west-2,3.10.201.64/27
us-west-2,34.217.141.224/27
us-west-2,34.218.119.32/27
eu-west-1,34.245.205.0/27
eu-west-1,34.245.205.64/27
us-east-1,35.172.155.192/27
us-east-1,35.172.155.96/27
ap-northeast-2,13.209.1.56/29
ap-south-1,13.233.177.0/29
ap-southeast-2,13.239.158.0/29
eu-north-1,13.48.4.200/30
us-west-1,13.52.6.112/29
eu-west-1,18.202.216.48/29
us-east-1,18.206.107.24/29
sa-east-1,18.228.70.32/29
us-west-2,18.237.140.160/29
ap-southeast-1,3.0.5.32/29
ap-northeast-1,3.112.23.0/29
eu-central-1,3.120.181.40/29
us-east-2,3.16.146.0/29
eu-west-2,3.8.37.24/29
eu-west-3,35.180.112.80/29
ca-central-1,35.183.92.176/29
ap-northeast-2,13.124.247.0/24
ca-central-1,15.223.100.0/24
ca-central-1,15.223.102.0/23
eu-west-2,18.132.21.0/24
eu-west-2,18.132.22.0/23
ap-southeast-1,18.141.152.0/24
ap-southeast-1,18.141.154.0/23
eu-central-1,18.156.52.0/24
eu-central-1,18.156.54.0/23
ap-northeast-1,18.180.178.0/24
ap-northeast-1,18.180.180.0/23
sa-east-1,18.230.103.0/24
sa-east-1,18.230.104.0/23
us-east-1,3.217.228.0/22
us-east-1,3.235.112.0/21
eu-west-1,3.249.28.0/23
ap-southeast-2,3.25.43.0/24
ap-southeast-2,3.25.44.0/23
ap-northeast-2,3.34.37.0/24
ap-northeast-2,3.34.38.0/23
eu-west-2,35.176.32.0/24
ca-central-1,35.183.255.0/24
us-west-2,44.234.54.0/23
eu-west-1,52.19.124.0/23
us-east-1,52.23.61.0/24
us-east-1,52.23.62.0/24
eu-central-1,52.59.127.0/24
ap-southeast-1,52.76.127.0/24
ap-southeast-2,54.153.254.0/24
sa-east-1,54.233.204.0/24
us-west-2,54.244.46.0/23
ap-northeast-1,54.250.251.0/24
us-gov-east-1,18.252.4.0/30
us-gov-west-1,15.200.28.80/30
